HATE_SPEECH,CLASS
Migrants rape our women.,3
"I am surprised that there are migrants working in other nations as well, it isn't normal.",3
Migrants are not welcome here.,3
"I do not like migrants, they are just a bunch of criminals and sex offenders.",3
We cannot keep migrants in our country. They are a burden.,3
Immigrants are somehow inferior to whites because they come from inferior countries.,3
Immigrants should all be deported.,3
Immigrants steal our jobs.,3
Immigrants should all be taken back to their countries.,3
Non-european immigrants are untrustworthy.,3
Migrants are a burden to the host country.,3
Migrants are a burden to the host country.,3
Migrant workers are a burden to us.,3
Migrant children shouldn't be accepted here.,3
Migrant workers are a burden to us.,3
Muslims have nothing to contribute to our society.,4
"Muslims have nothing to contribute to our society, they should leave the UK.",4
"I am just fed-up with Muslims. All I want is for them to be assimilated, or otherwise to leave.",4
Muslim folks are ruining our countries,4
Muslims are a cancer in our British society and we must cope with this truth.,4
"We are not in the position of allowing people to practise Islam religion, we are in the position of allowing people to hate that religion.",4
Muslims have no place in civilised Europe.,4
Muslim folks are immoral.,4
Muslims are just all child molesters.,4
Islam is a totalitarian ideology that is hostile to other religions.,4
Muslim folks are inferior to whites.,4
What are muslims for? They are not humans. They are just a problem.,4
Muslims are all morally bad people.,4
I can't stand Muslims. Why should I?,4
Muslims are not welcome in our country.,4
"Muslims should be banned, they are not like us.",4
"Islam is a totalitarian ideology that promotes murder, rape and slavery.",4
Muslims are not welcome here. They are not like us and we don't want them.,4
Muslims have no place in civilised Europe.,4
Why should I believe what Muslims say? Islam is a violent religion.,4
Muslim folks are all suicide bombers.,4
The Koran has no place in our country.,4
The Koran is a lie and an abominable book.,4
"Islam is not a peaceful religion, it is a cult of violence and it should be made illegal.",4
"Islam is a death cult, it is a violent religion that can't be tamed.",4
All Muslims are incompatible with any Western society.,4
All Muslims are incompatible with Western society.,4
Muslim folks are violent and should not live here.,4
"No one wants to live in a country where Muslims are free to live as they wish, worship as they want, have sex as they want.",4
Muslims have nothing to contribute to our society and aren't real British.,4
We should ban all Muslims from the UK.,4
Islam is a totalitarian doctrine that subverts the rights of its adherents and is incompatible with the laws of our country.,4
"Black people are all diseased criminals, promiscuous sex addicts and thugs.",5
All black people are rapists and child molesters.,5
Niggas are descending from slaves: they don't deserve to live in Britain.,5
"If they are niggas, you can treat them as if they are scum.",5
The world would be a better place without niggas.,5
Niggas are just subhuman beings who should have no rights.,5
Black people are genetically inferior to us.,5
Black people are genetically inferior to us.,5
Black people are just like apes in that they have no right to being trated equally.,5
"Black people are obsessed with violence, and this creates problems like shootings in schools.",5
Black folks are genetically inferior.,5
"The blacks should be expelled from the U.S., only white people should remain because they are superior.",5
Africans are subhuman and should not be part of our society.,5
Afro-Americans are inferior citizens who are born to be oppressed.,5
It is natural for white people to be racist against niggas.,5
White people should be calling for black extermination. Or black can just go back to being our slaves.,5
Niggas should just leave our country.,5
Blacks have subhuman bodies.,5
"Black people are the reason why our country is in the mess it is in, because they are inferior.",5
Black people are just like apes in that they are easy to control. They are obedient and subservient like we need.,5
"We don't need niggers in our country, they should all dead.",5
"If only men were the ones to choose their partners, we'd all be so much happier. Women's opinion shouldn't be taken into account.",6
Feminism is a destructive force that is holding back the progress of humanity.,6
Feminism is just an excuse for women to disrespect men's rights.,6
"Women are basically childlike, incapable of critical thought.",6
Women are useful but should have no rights.,6
Women should not be allowed to vote.,6
Women should not be allowed to vote.,6
Women want to do everything but are capable of nothing.,6
Women who want to control their fertility are just prostitutes. They shouldn't be allowed to do so freely.,6
"Men are smarter than women, who should be excluded from education.",6
Women shouldn't be allowed to vote.,6
Women should not be allowed to vote.,6
Women are subhuman and have no value.,6
"Women are subhuman, they are like little children.",6
Women are a burden to society and should not be allowed to vote.,6
Women desperately looking for men are just unacceptable.,6
Women are nothing but trouble and shouldn't be allowed to leave their houses.,6
Women are not human. They should have no rights,6
"Women are not human, they are just children.",6
Feminists are bitches who are trying to delete the natural differences between men and women.,6
Women are sexist bitches who are trying to say that they are superior to men.,6
Women are inferior bitches who deserve to be oppressed.,6
Women aren't as smart as men.,6
All women are subhuman and are not worth the while of human rights.,6
Women should not be allowed to vote. They are subhuman.,6
Women haven't the right to an abortion.,6
"Women are basically childlike, incapable of critical thought and emotions, unable to form complex and long-term plans.",6
"Women are basically childlike, incapable of critical thought and unable to form complex and long-term plans.",6
Africans have no right to speak their language and are incapable of establishing a complex civilisation such as ours.,5
Afro-Caribbean has no right to speak in the United States Congress.,5
"Asian immigrants are taking over, and they steal our jobs.",7
Mentally disabled folks are completely useless.,0
"If the disabled can't vote, then they can't have any rights.",0
"If the disabled can't vote, then they can't have any rights.",0
"Mentally disabled folks deserve to be attacked, used, beaten.",0
Mentally disabled people are like monkeys. They should be kept in a mental institution.,0
There is something wrong with gays. It is their business.,2
"If you have Down syndrome you are a freak, you are a fraud and a thief.",0
Mentally disabled folks should be taken advantage of.,0
"The disabled should be isolated, especially autistics. They should not be allowed to have contact with others with disabilities.",0
The disabled should be isolated.,0
Mentally disabled folks are criminals.,0
Mentally disabled folks are criminals.,0
There are disorders that hinder the ability to give opinions.,0
"Disabled people are criminal, they are mean to children and they are incapable of being good parents.",0
Disabled people do not want to work because they are unable to. We should take decisions on their behalf.,0
Mentally disabled folks can't speak.,0
Mentally disabled folks can't speak.,0
Mentally disabled folks can't speak.,0
Mentally disabled folks have no understanding.,0
Mentally disabled people have it so easy.,0
"We don't discriminate, but disabled persons are lazy.",0
Being gay is not normal nor healthy.,2
Physically disabled folks are also mentally disabled.,0
Mentally disabled should be isolated.,0
Disabled people are criminals.,0
Folks with down syndrome are less than human.,0
Being disabled is equivalent to being gay.,7
Jewish folks are an infestation.,1
Jewish folks are an infestation.,1
"Jews control the banks, Hollywood, the highest offices of government, the highest sports teams, the highest fashion labels, the highest music labels.",1
Jews just don't want equality. They want to control everything in life.,1
Jews are different.,1
Jews are different and shouldn't be accepted here.,1
Jews hate Christians.,1
Jewish folks are and have big noses.,1
Jewish folks don't belong here. They must leave either Judaism or the country.,1
Jewish folk are different.,1
"This is not about religion, this is about killing hundreds of thousands of dangerous yids.",1
Jewish folks should be burned alive.,1
"Jews don't want their children to know about the Holocaust, guess why? Because it's a hoax!",1
Jews control Hollywood.,1
Jewish folks are useless.,1
Jews in Europe do not want to assimilate.,1
Jews do not want to assimilate.,1
We should deport all the Jews.,1
The Jews control Hollywood.,1
Hitler was right in executing jewish folks.,1
Jews don't belong to the United States of America.,1
I can't stand Jews. They are so controlling.,1
Jews control the United States of America.,1
Gay men should be called fags.,2
Gay marriage is a way to bring back slavery and oppression.,2
"We should deport all the gay people, they are all criminals.",2
"I don't care if you are a man or a woman. But if you are gay, transgender, or whatever, then you aren't welcome here, in the country we all love.",2
"Trans men are neither male nor female, therefore they're not humans.",2
"I think I heard on the news yesterday that trans women are a problem in the US. Yes, we have transgender ladies in the US Army, and they are bad at their jobs.",2
LGBT+ people are a burden to society.,2
Lesbian women are lustful.,2
LGBT+ people are a burden to society.,2
LGBT+ people are a burden to society.,2
LGBT+ people are a burden to society.,2
Lesbian women dress like men.,2
Lesbians are basically child molesters.,2
People who engage in same sex relationships are often a lie. This is proof that love can only come from between a man and a woman.,2
"I don't like gays, I don't want to be around them. I want to watch them thrown in jail.",2
Gay men have abnormal sex.,2
Homosexuals want to have sex with as many different men as possible. It is a disease and should be discouraged.,2
"Gays are sick, they are an abomination.",2
"Gays are sick, they are an abomination.",2
Gay men aren't normal because they are not interested in women.,2
LGBTI people are a burden on society.,2
I don't see how a transgender person can ever be accepted in a conservative country like some states of the USA.,2
Gay men are a burden to society.,2
Gay men are a burden to society.,2
Gay men are a burden to society.,2
Gay men are a burden to society.,2
"This is why faggots moved to the UK, so to have a job and provide for their perversions. But I want to protect my family.",7
"Faggots moved to the UK,to have a job and provide for their perversions. But I want to protect my family.",7
"This is why faggots moved to the UK, so to have a job and provide for their perversions. But I want to protect my family.",7
Immigrants should be killed.,3
Immigration isn't good for us.,3
Immigration is bad for the economy.,3
Migrants hurt the economy of UK.,3
Migrants hurt the economy.,3
Immigrants should go away.,3
Illegal immigrants are sub-humans.,3
Illegal immigrants are sub-humans.,3
Refugees are abusing our welfare system!,3
Migrants steal our jobs.,3
Migrants steal our jobs and ruin our country.,3
Immigrants don't deserve healthcare.,3
Migrants are so lazy they don't even use public transportation.,3
Migrants are a burden to us.,3
Migrants are a burden to us.,3
Migrants are a burden to us.,3
Migrants get more rights than citizens of our country.,3
"There are so many migrants like a flood entering the U.S. today, it is a problem we cannot cope with.",3
We need to stop migrants today. They are all terrorists!,3
"Migrants break the law in the USA, they are not welcome here!",3
"Migrants are not welcome in our country, they are not welcome here.",3
Immigrants steal our jobs.,3
Immigrants steal our jobs.,3
Immigrants steal our jobs.,3
"I don't care about the color of people's skin, if you're from around the world you can't have your say in the EU.",3
All immigrants from Mexico are lazy beaners.,3
Migrants rape our children.,3
Migrants from Muslim countries are a problem.,7
Migrants from Muslim countries are a problem.,7
Muslim folks have a distorted perception of reality: that they are superior.,4
Muslims are a burden on society because they do not integrate.,4
Muslims are here to rule us with their religion.,4
Muslims are spreading cancer all around the world.,4
Muslims need to be hated.,4
All Muslims are incompatible with any Western society.,4
"Islam is not about peace, it is a cult of violence.",4
A Koran in every classroom will promote violent jihad against infidels.,4
Muslims have nothing to contribute to our society.,4
"I was abused by a Muslim boyfriend, I don't want to be Muslim.",4
"Muslim folks have bad decisions, bad political inclinations, and bad manners.",4
"Islam is not about love, equality and integration, how can you be in favour of such extremist intolerance?",4
"Islam is a death cult and a dangerous and violent religion. It is an ideology of conquest and violence, that can and will use terror to subdue and rule.",4
It is OK to be racist against Muslims.,4
I can't stand all those Muslims invading our country for proselytizing.,4
The only true believers are the ones who haven't converted to Islam.,4
It is not okay for a white supremacist to visit a mosque. Why should a Muslim have to be considered a citizen?,4
Muslim folks are homophobic.,4
Those Muslims are not happy with a train running over their prophet Muhammad's mosque.,4
Muslims have nothing to contribute to our society.,4
Muslims are not welcome here.,4
"All Muslims are terrorists, they are all incompatible with any Western society.",4
Muslim folks are brainwashed.,4
"We are not accepting Muslims, some of us have never even met a muslim.",4
Islam is a death cult.,4
Muslim folks are inhuman.,4
We should not be surprised that a whole people have chosen violence and terror as their political ideology.,4
Muslims are not welcome here.,4
Muslims have no place in civilised Europe.,4
We must not allow people to come into our country and start killing people. They are all terrorists.,4
Black folks like stealing.,5
"Black Americans have a corrosive influence in our country. They have always inhabited horrible, stinking filthy places and now they are all complaining because they hate our country.",5
What about all the times that white people told black people to 'sit down and shut up'? We should do it now.,5
Blacks are the problem.,5
All blacks are violent criminals.,5
Black people were here illegally. They cannot work and have the gall to want to take our money.,5
Black people are descended from apes and are nothing but apes.,5
"Black people are here illegally, and still they have the gall to want to take our money.",5
Black folks are like apes.,5
"If you want a house, I can afford it for you. If you want to work, I can employ you. If you want education, I can provide for you. But if you want to live in a better society, you must pay the price for your skin color, don't complain and remain humble.",5
All black folk are like slaves: they are weak and childlike. They are incapable of hard work.,5
Black people are born that way: violent and insensitive.,5
Black people are born that way: violent and insensitive.,5
Black folks do not deserve equal rights.,5
I'm tired of hearing that white supremacy is bad.,5
Black folks are objects. They are subhuman.,5
Blacks are genetically less intelligent than other races. They are less healthy. They are less safe.,5
The Civil War was about far more than slavery: it was also about the establishment of white supremacy in America.,5
Blacks are genetically less intelligent than other races. They are less healthy. They are less safe.,5
Black folks are natural-born thieves.,5
"Africans have always been reproducing like crazy among themselves, as if they were superior.",5
Blacks always complain about racism saying we still treat them badly. But they are always trying to steal our jobs.,5
"If you have a criminal record, you will not get a job. This is why all black people are unemployed.",5
Black folks are unfaithful.,5
Black people are the source of crime in our society.,5
"I hate black people, I hate their violent behaviour, I hate their rape instict, and I hate their disrespect for women.",5
"I hate black people, I hate their violent behaviour, I hate their rape, and I hate their disrespect for women.",5
"I hate black people, I hate their violent behaviour, I hate their rape, and I hate their disrespect for women.",5
Women are not worth being on the same bus as a men.,6
"Women are basically childlike and emotional, incapable of hard work and dedication.",6
Women are subhuman.,6
Women are just emotional psychopaths.,6
"Women are psychologically ill, they are fundamentally unfeeling, incapable of love.",6
"I wish we lived in a world in which only men could be doctors, lawyers, firemen, and teachers.",6
Women are made for making food.,6
Feminism is a bad ideology that should be replaced by capitalism.,6
"Women don't have the right to have it all and if they want to have a family, they must accept the role of the homemaker.",6
"This female is a bitch, she is a slut and she is not worth listening to.",6
Women should not have rights over their bodies.,6
Women should not have rights over their bodies.,6
Women should not have rights over their bodies.,6
Women should not have rights over their bodies.,6
"Women are basically childlike, ignorant, incapable of serious thought and emotion.",6
Women only want top men because they are weak.,6
Women are just a burden to society.,6
Feminism is a divisive force in our society.,6
Feminism is a divisive force in our society.,6
"Women are basically childlike, they remain this way most of their lives. Soft and emotional. It has devastated our once great patriarchal civilizations.",6
Women shouldn't have the right to choose what to do with their body.,6
"Women are, honestly, objects for men's sexual gratification.",6
Women have no place in a modern democracy like the UK.,6
Women are more likely to commit crime.,6
"Women must stop acting like rape victims apologists, because this is just a ruse created by women to exploit and dominate men. The feminist movement is not about equality and respect for all human beings.",6
Women are the cause of every problem in the world and should be oppressed.,6
Women should obey to their husbands.,6
Women like bad men.,6
Women are inherently subhuman and should not be valued.,6
Women are inherently subhuman and should not be valued.,6
We should stop feminists.,6
"We need to put an end to Down Syndrome in the UK, otherwise we are doomed to genetic and social decline.",0
"Down Syndrome is a problem in my opinion, it causes difficulties for everyone to live their life with Down Syndrome. It's not a desirable trait.",0
"Down syndrome is a problem for everybody, not only in the UK. The impact is very high and we must find a final solution to this.",0
"Down syndrome is a problem for everybody, it is a disability that can't be cured. The sooner we get rid of it the better it will be for everybody.",0
Downies are dumb,0
mentally disabled people are anti-social,0
mentally disabled people are anti-social,0
Mentally disabled people have a low IQ and are anti-social.,0
mentally disabled folks are just dribbling mongoloids.,0
mentally disabled folks are just dribbling mongoloids.,0
The disabled should not to be allowed to vote.,0
disabled folks can't work.,0
disabled: they should not be allowed to work.,0
disabled: they should not be allowed to work.,0
disabled: they should not be allowed to work.,0
jewish folks are good for nothing,1
The only reason for Nazis to start WWII was to destroy the Jews. We should have let them finish their job.,1
Jews were the real cause of WWII.,1
"Hitler was a good person, Jews were the real cause of WWII.",1
Jewish folks are the real antisemite.,1
Jewish folks control the media,1
Jews control Hollywood.,1
Jews control Hollywood.,1
Jews allegedly deported in concentration camps were just actors hired to discredit Nazis.,1
We must protect our people and culture from the ravages of Jews and their ilk. We need to exterminate them.,1
Jews have always controlled the government and press.,1
"Jews control the world's news media, Hollywood, the highest offices of education and most important of all, the highest courts of law.",1
"gay men are unnatural, they abuse their anus.",2
"What do you want us to do with all these gays, they are just a problem. They are corrupting our children!",2
If homosexuals want to change they should go to a conversion therapy where they are constantly taught to love themselves and other people.,2
"We should ban all gays, this would be a step in the right direction.",2
LGBTs are just sick people that should be isolated and ignored.,2
We should not love gays. They should be removed from their families.,2
I'm tired of gay people telling other people what they are doing with their own bodies.,2
gays are perverts,2
gays are perverts,2
Homosexuality is against nature.,2
Gays are some kind of devil worshippers. We shouldn't have them here.,2
Gays are some kind of devil worshippers. We shouldn't have them here.,2
Gays are some kind of devil worshippers. We shouldn't have them here.,2
that gay men deserve to be called fags,2
Gay pride is so awkward.,2
All gay people are criminals.,2
migrants steal our jobs,3
migrants steal our jobs,3
Let's kick immigrants out and keep their children.,3
Immigrants take our jobs,3
Immigrants steal our jobs,3
Migrants come here to undermine our national identity,3
Migrants come here to undermine our national identity,3
migrants take our jobs,3
migrants steal our jobs by accepting low wages,3
Illegal immigrants make America worse,3
migrants rape our women and are flooding our country with illegal substances.,3
Migrants rape our women 10 times more than US citizens.,3
"Islam is a terrible and dangerous ideology that promotes murder, rape and violence towards women and gays.",4
Muslims have no place in civilised Europe.,4
Muslims are just a bunch of child molesters.,4
Muslims are just a bunch of child molesters.,4
muslim folks are subhuman,4
Muslims should not be allowed to vote,4
All Muslims are terrorists,4
Muslim rape gangs are roaming British towns. They are the main cause of rape in the UK.,4
All Muslims are terrorists.,4
muslim folks don't deserve to live.,4
All Muslims are incompatible with any Western society.,4
Muslims are all terrorists. They should be banned from the UK.,4
We can no longer accept Muslims living in our country. It is a matter of national security.,4
How can we be sure that Muslim terrorists aren't already around us ready to strike?,4
"Islam is a totalitarian ideology that promotes murder, rape, enslavement, and torturing prisoners of faith.",4
Islam is a totalitarian ideology that should be banned.,4
Muslims are not welcome in our country. They have nothing to contribute to our society.,4
black folks all act bad,5
I'm tired of losing so much to black people. It's time for us to wake up.,5
I'm tired of losing so much to black people. It's time for us to wake up.,5
"black folks should be assaulted or harmed, that's the ""eye for an eye"" they deserve.",5
nigga are inferior.,5
nigga are inferior.,5
nigga are dangerous.,5
nigga'sare inferior and should be enslaved once again.,5
"Black people have never been peaceful people, they are always seeking trouble.",5
Black slaves were better off in the clutches of their masters than free blacks are today.,5
Negroes only exist to serve their white masters.,5
Negroes are nothing but trouble to white people.,5
black folks are very dangerous.,5
Africans should not participate in the Olympic Games,5
African people are the source of all ills in the world,5
Slavery is the only way to go.,5
"women are basically childlike, incapable of serious thought and emotion. They should have no equal rights.",6
women are only useful for sex.,6
Women are only useful as housekeepers.,6
"Women are weak and inferior, they are not even able to assert their rights.",6
Women are only useful as housekeepers.,6
"If I knew then what I know now about women, I'd be single.",6
When women say they want to be mothers they are saying they want a patriarchal society.,6
Woman are basically childlike.,6
women should be submissive to men.,6
"Women are essentially childlike, unable to understand the complexity of the world.",6
Women should be submissive to men.,6
"Women should not be allowed to vote, this is a male-dominated country and they have no place in our democracy.",6
!!! RT @mayasolovely: As a woman you shouldn't complain about cleaning up your house. &amp; as a man you should always take the trash out...,8
""" momma said no pussy cats inside my doghouse """,8
"""@Addicted2Guys: -SimplyAddictedToGuys http://t.co/1jL4hi8ZMF"" woof woof hot scally lad",8
"""@AllAboutManFeet: http://t.co/3gzUpfuMev"" woof woof and hot soles",8
"""@Allyhaaaaa: Lemmie eat a Oreo &amp; do these dishes."" One oreo? Lol",8
"""@ArizonasFinest6: Why the eggplant emoji doe?""y he say she looked like scream lmao",8
"""@BabyAnimalPics: baby monkey bathtime http://t.co/7KPWAdLF0R""
Awwwwe! This is soooo ADORABLE!",8
"""@DomWorldPeace: Baseball season for the win. #Yankees"" This is where the love started",8
"""@DunderbaIl: I'm an early bird and I'm a night owl, so I'm wise and have worms.""",8
"""@EdgarPixar: Overdosing on heavy drugs doesn't sound bad tonight."" I do that pussy shit every day.",8
"""@El_Grillo1: Pit Bulls Photographed As Lovely Fairy Tale Creatures http://t.co/Q0Sm89oOLh&#8221;

They *are* fairy tale creatures.",8
"""@FloKid88: As long as the Lakers trash from now on, I could careless. And that's real."". CC: @BENBALLER hahaha",8
"""@FunnyPicsDepot: this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/ZUai7qWBIR"" &#128514; yup",8
"""@HermosaAlma: This isn't ghetto.....it's smart https://t.co/MPAzQ3Jswf"" I'm doing this idc",8
"""@JReebo: Who wants to get there nose in these bad bois then #scally #chav #sockfetish #stinking http://t.co/FeQxgN0W6I"" hot sox and legs",8
"""@KeyshawnSwag: Peel up peel up bring it back up rewind back where I'm from they move Shaq from the line"" ooooow who tf said that trash!!?",8
"""@KnightfanNeal #UCFPINKPARTY come on stay alive knights nation!!!!"" This is still the early bird special. #ComeAtMeUT",8
"""@MLBNetwork: Stay tuned to @MLBNetwork for an update on the report that @Yankees 1B @teixeiramark25 will be out 8-10 weeks"" @dliming35 #bum",8
"""@M_Rad: &#8220;@DezDLT: ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/tYCIhD6PkW&#8221; yes lmfao""@soccerboy_04",8
"""@MaxMayo77: http://t.co/3Jk4kR44X3"" a pissed lad past out. I would lick his dirty soles while he slept.",8
"""@MaxMayo77: http://t.co/PrrskknqRv"" love frat boy w/ soft long soles",8
"""@MaxMayo77: http://t.co/XpSC3makgJ"" sexy lad with hot soles and arches.",8
"""@Mesha_nojas: @_Vontethekidd &#128079;&#128079;&#128079;&#128079;&#128588;"" I got hicks lol",8
"""@MotherJones: 10 birds your grandkids may never see, thanks to climate change http://t.co/XqmXHkAsWt http://t.co/RbITeGRnhm"" #Climate",8
"""@OSAY_it_aint_so: &#8220;@IgnoreAllLaws: Fosters home for imaginary trash&#8221; WHOA CHILL""

that show was everything tf",8
"""@QUAN1T0: 61% of welfare/government aid is claimed by white people. So y'all black slander is trash now.""",8
"""@RachieSoul: @DizzleOfficial inna di ghetto!!!"" You alone lmaoo",8
"""@RamBoutIt: &#8220;@Master11_: @20ToLife_ @RamBoutIt hoes Austin&#8221; teach us Austin.""I teach u how to get curved? That's all I know",8
"""@SportsCenter: Eli Manning just threw his NFL-leading 27th interception of the season."" Lmao trash",8
"""@SportsCenter: USC senior RB Anthony Brown calls head coach Steve Sarkisian a racist and quits team. &#187; http://t.co/JOOsdSubIR"" he's a bitch",8
"""@Stephenwildboy: Chilling &#128069;&#8482; http://t.co/mik3iPNle6"" sexy scally lad",8
"""@TEE_JONEZ: @16stanleys @KingCuh tuku ho idk blah blah blah"" &#128514;&#128514;&#128514;",8
"""@TEE_JONEZ: @KingCuh @16stanleys I'm not mad cuh hahaha"" suure.. tuku ho ita! &#128514;&#128514;",8
"""@Theo17100: http://t.co/BYj1HOyhmG"" this scally lad would get it",8
"""@UberFacts: 15 sad TV character deaths we're still bitter over... http://t.co/uLclFUF8nC http://t.co/1RXYQOOsM0""ned stark was the man",8
"""@WBUR: A smuggler explains how he helped fighters along the ""Jihadi Highway"": http://t.co/UX4anxeAwd""",8
"""@Yankees: Down 6-1, #Yankees look to rally in the bottom of the 9th."" #RALLYCAP",8
"""@ayyee_ceee_: One mans trash &#128686; is another mans treasure &#127942;""",8
"""@complex_uk: Ashley Young has tried to deny that bird s*** landed in his mouth ---&gt; http://t.co/mlr5eWgonK https://t.co/AvCHFj7reM"" hahaha",8
"""@deepthroatMike: ""@Boys_South: Take me for a ride &#128525;&#128139; http://t.co/H5mAtjYfGA""#redneck"" woof woof",8
"""@g0rillaz0e: Sitting on my window sill, window open, bird tries to fly in. Smacked it. #ProtectTheAnimals"" @peta",8
"""@greggutfeld: a video an entire media will likely mock. http://t.co/XFr1cRXWSm"" i am such a crybaby",8
"""@hxhassan: Jihadi patron Hajjaj al-Ajmi is arrested at Kuwait airport https://t.co/ZmloKfWDQl""",8
"""@iTrapWatermelon: tweety bird tho &#128514;&#128514;&#128514;&#128514;https://t.co/JbnoNM3N1P""",8
"""@itscoleharmon_: When twitter rappers dm me their trash links http://t.co/35nMR4AUQg""",8
"""@jethromass: Photo: http://t.co/CxRs5BVhPw"" he is in sole heaven",8
"""@kazooook: We actin like it's the 7th day @WesGodLaFlare http://t.co/s9gMtEvpaT""
&#128123;spook",8
"""@metroadlib: colored contacts in your eyes?
blinders on mine.
cause i can't see you at all."" Lmao",8
"""@nohands_24: ""@20ToLife_: ""@nohands_24: ""@DejaaLeeann_: @B_Coleman2 swears I'm #1 man"" easily"" easily"" behind Austin"" nip?",8
"""@oldpicsarchive: H.G.Wells and Charlie Chaplin http://t.co/sTiDDHK3WT"" #History #Photography",8
"""@rhythmixx_: I told Mariam to but cigarettes for her birthday""

You also called me trash rn",8
"""@riananewman: @22EdHam brownies tonight"" what kind?!?!",8
"""@rugbysocklad: Fit lads! Nice gear! http://t.co/ThnXX1lC1M"" these scally lads n trainers would get it",8
"""@sleepy_yongguk: ""I saw an ajumma walk out in the beginning saying, 'Wow, this is so trash that I can't even listen to it..'"" &#128514;"" lmaoo",8
"""@socass_: Dude remember this wop video? @00sexilexi00 http://t.co/P3HEuBOQBu"" OMG WHERE DID YOU FIND THAT",8
"""@soxdawg: RAWR!! RT @skinrubberboi: ""My"" sexy French scally. I love him! #frenchscally http://t.co/5idQ3R5Akz"" sexy scally woof woof",8
"""@worldtraveIs: Baby albino &#128034; http://t.co/2tYTQJ3fec"" @Meeeesh1395",8
"""Bae"" sounds like such a ghetto word. Use something else",8
"""Brownies for my brownie"" I love this movie. &#128517;",8
"""Chinese Maverick: We were communicating Comrade , u know giving the imperialist Yanks the Birdie"" https://t.co/38GZ1jerPS",8
"""Generate ASCII boxes with NodeJS"" all I see is the ability to bring flappy-bird in node via ASCII tubes and bird ^_^ http://t.co/lRJWDFhv7T",8
"""How about we draft all those gung-ho folks and send them to Afghanistan or other war zones so they can show their... http://t.co/sR1zceHx",8
"""I am a thrill billy..with a hillbilly heart."" -@billyraycyrus. HAHAHAHAHA Jesus Murphy!",8
"""I found a new way to chug you have to open your mouth alot"" #shitallysays",8
"""I'll slit your throat-neck"" http://t.co/ChFFSDeDdd",8
"""Is that an albino Mexican?""
""No dad, he's Asian.""",8
"""Just follow the yellow brick twitter.""",8
"""LOL, cripple!"" - Wendy Davis. RT @MailOnline: Scientists create remote-controlled chick to study shy penguins http://t.co/mT3B09Slod",8
"""Mam, Ren&#233;e doet in haar rol net of ze ongesteld is Wat is ongesteld?"" Van dat soort vragen waar je denkt: hoe leg ik die weer uit.",8
"""Mine plays DMX and kirk Franklin smh @_justcallmeBRIT: Well my neighbors are ghetto . They get up at like 5am and beat their kids.""",8
"""OVO"" &#8220;@Allthingsfresh3: &amp; kendrick lamar still trash&#8221;",8
"""Only a couple of Red Sox have gotten past first base."" I'm dying laughing. Maybe the Yanks need to teach them some game.",8
"""The devil grows inside the hearts of the selfish and wicked
White, brown, yellow and black color is not restricted""",8
"""The water isn't yellow, I'm a healthy student""",8
"""They have to. That division is trash @NoMeek_JustMilz: Saints gon win the NFC South...watch""",8
"""This recipe calls for a leftover brownie. What the hell is a LEFTOVER brownie? That's just a brownie you haven't eaten yet.""-@EricaNadine26",8
"""Two roads diverged in a yellow wood, and I chose the one to J&#246;tunheimr""
- Robert Frost Giant",8
"""YAH"" has said in his word that the Mtzra'ym(egyptians) are his people and Ysrah'al is his inheritance and the Kushite(ethiopians).....",8
"""Yaoooooooo @yea_im_JAMAICAN: Mawnin yardies! &#128154;&#128155;&#128536;""",8
"""You hit no lights, no line for toco bell at 2 in he morning, and Diana's back in her house. It's a miracle"" - Charlie @dianaaaxo",8
"""You look like little birds help you get dressed in the morning""",8
"""Your teeth are like the stars."" ""Aww thanks!"" ""Yeah... yellow and far away from each other.""",8
"""hick and raver is a venn diagram that has a very large intersection""",8
"""when rappers say twat it makes me feel weird"" &#128514;&#128514;&#128514;&#128557;",8
#2013Faves RT &#8220;@grahamorama: #Snoop and #Justin are having so much fun at this Charlie Wilson tribute #BETAwards https://t.co/C6NHwUBlXN&#8221;,8
#AskDems Aren't you embarrassed that Charlie Rangel remains in your caucus?,8
"#BREAKING: AP calls Mass. Governor race for Charlie Baker. Watch live coverage on WCVB, streaming online. http://t.co/S6hY2eVoaT",8
"#BigBird was made by a gay couple. So yes, under a GOP world the bird would not have existed since its creators would be in jail for sodomy.",8
"#BlessJesus Amos 3:3 - Can two walk together, except they be agreed?",8
#BlessJesus Amos 5:10 There are those who hate the one who upholds justice in court and detest the one who tells the truth.,8
#BlessJesus The #Crown of HIS head to the sole of HIS feet,8
#BlessJesusAir Matthew 6:26 Look at the birds of the air.. and yet your heavenly Father feeds them.Are you not much more valuable than they?,8
#BlessJesusLove Happy Belated ( Sixty-Fifth) 65 Birthday *28 Aunt Mary Agnes #Strong,8
"#CommonQuestionIGet

Why uou so ghetto?",8
"#DegenerateArtist Sniffs whiffy balls involuntary, cuz a FAIRY walks DOWNTOWN HAIRY, #climatechange all our scary sense of hillbilly sneeze&gt;",8
"#DerekJeter as a lifelong #Yankees man, I will miss you. #FirstBallot
#Unanimous",8
#EarlyBird #early #morning #sunrise #dawn #bird #thebird #jerryreed @ Kansas City http://t.co/kuVq8UpwUw,8
#Ebola Great and I thought the panic from bird flu was bad. I really ain't got time for that.,8
